gene_symbol,Hox_5,Hox_7,Hox_3,Hox_2,Hox_6,Hox_4,Hox_8,Hox_1,Hox_9,Hox_10,No_hox_9,No_hox_6,No_hox_7,No_hox_2,No_hox_3,No_hox_5,No_hox_1,No_hox_10,No_hox_4,No_hox_8
CG10307,2.5731378523188053,2.4274531824299204,2.8293320685093217,2.8533005753033613,2.579210749966514,2.3974829309982577,3.032547371747313,2.6214236868391008,2.7491062532915342,2.4881055773592275,2.7981826737390336,2.663070175995755,2.0733705273598537,2.2453964684871117,1.5029884468255061,2.4507749884369465,2.072082418952996,1.7984950072786516,2.2581242836773248,2.4226344738653163
Aldh-III,2.906658052931332,3.1519513023543686,3.0935772401477424,2.8533005753033613,3.0592332587618287,3.1247776928985185,2.9749302676162452,3.0023572459525663,3.0671278846503474,3.087169291113313,3.1469847198641028,2.663070175995755,2.811872701835794,2.974363073737046,2.2760106989977658,2.5925310664368366,2.072082418952996,2.0439092881688388,2.5642709120345955,2.564034542750844
CG43184,3.522280201882741,3.0210199831553513,3.763793774632085,3.8891087025027327,3.6259444275337684,3.9197799888175915,3.2346345084645245,3.5105903035029513,3.19482294479461,3.6870040860239035,2.897432489559394,2.8721687978780883,3.160934451559357,3.204519080327228,1.5029884468255061,3.592490704390497,2.2697187528687217,2.405240888818788,2.5642709120345955,2.6878951386641385
CG15282,2.841561729276509,4.262882333995804,2.367839268742325,2.669045804497014,3.0032325807903275,1.8392339837806118,3.1131895878989386,2.702358364022013,2.9207063699568465,3.0326914542360477,2.4227231975571915,1.7921915843680407,1.8267539989788295,2.409912857932622,1.8314053465528253,3.099851812655767,1.4975386338641936,1.4725560961555262,1.81467465183463,1.8144602862831802
vari,2.528155218526035,3.101616716460791,2.313052755171002,2.5846540765810766,2.622277818660021,2.086370291932408,2.742263267996461,2.486233665647216,2.6712731379153443,2.9750739174563945,2.2579821530958535,2.234055194870366,2.4360112259820355,2.551148623608964,1.0107100408491183,2.2855517656074413,2.2697187528687217,2.405240888818788,2.2581242836773248,1.8144602862831802
MP1,3.0798281812783523,2.7676450538647064,3.1438931651688207,3.2162185332919853,2.880842547493,3.1247776928985185,3.1131895878989386,2.740494867660397,2.78586297091255,2.8488080186439335,2.2579821530958535,2.8721687978780883,2.2710401179786364,2.409912857932622,2.8170816166839887,3.1764226635873296,1.4975386338641936,2.5464157811649155,2.897582460140195,2.4226344738653163
Reck,2.7352087957918525,2.6928228410207975,2.8293320685093217,2.5846540765810766,2.8477523486226,3.0717159339750033,2.7790030457057218,2.812663822773416,3.011104907039362,2.9750739174563945,2.4227231975571915,2.39836666187546,2.2710401179786364,2.551148623608964,2.4410685817120843,2.4507749884369465,0.0,2.405240888818788,2.798331730757024,2.2578949756482216
GstE14,2.7719309879732763,3.4654224055458416,3.067436903370251,2.979599159610247,2.813529605504636,3.015680077110876,2.9749302676162452,2.9731365665896434,3.094004739358557,2.9750739174563945,2.2579821530958535,3.045016268357781,3.0844176966351644,2.409912857932622,2.2760106989977658,2.5925310664368366,1.825517748089192,2.0439092881688388,2.0607816087353927,2.564034542750844
CG32814,2.906658052931332,2.8372565215717764,2.6453775255573992,2.9184424601797216,2.7032176997112947,2.634425754253086,2.4385044195492784,2.777230248739782,2.821316395494381,3.0326914542360477,2.0606430985953414,2.39836666187546,3.160934451559357,2.784979539662915,2.2760106989977658,2.7166646376127206,1.00625419931777,1.7984950072786516,2.2581242836773248,2.2578949756482216
CG31999,2.841561729276509,2.933353452624787,2.5162060881589277,2.669045804497014,3.137759978894676,2.7154391655603374,2.8144407102307643,2.5783595635848497,2.7491062532915342,3.0042976010262468,2.6879858740439926,2.0373328257807772,2.577581791130957,2.409912857932622,2.0782163895699703,1.5112612373777021,1.00625419931777,2.7801630215764614,2.2581242836773248,2.564034542750844
smp-30,3.375859199877575,3.5178430193584105,3.0935772401477424,3.5343759379701307,3.0860998505256076,3.015680077110876,3.211496851975098,2.91200175599703,3.2185156972192925,2.8488080186439335,3.218017860061118,2.663070175995755,3.3605946709313876,2.048380000848228,3.0068236936031605,2.7166646376127206,2.072082418952996,2.670103630956601,3.1471366240876777,2.987622631369461
dpp,3.522280201882741,3.4288836553147997,3.4207380724980068,4.221432117802995,3.8591626835688677,3.8719816056950718,3.7155440169858975,3.4387780995472546,3.4288923594327883,3.0042976010262468,3.3465323976218184,3.1213910622462957,2.577581791130957,2.551148623608964,3.0897058493183422,3.099851812655767,2.5762202516613,2.9694917494840705,3.070668769377403,2.987622631369461
btl,4.041686998947495,3.6750471755131704,4.187755030941243,4.0640103481615455,3.6412766988709726,4.326408270962541,3.7705622443077376,3.527765545418972,3.664446119116077,3.6723456355798687,2.9877150818113423,3.258595115843803,3.2983677831785143,2.551148623608964,2.8170816166839887,2.9265010732095815,2.072082418952996,3.0522165026913655,3.2181702320478487,3.8552381089772845
CG10591,4.031507193196154,4.362779136184059,2.1935593238688242,2.9184424601797216,4.8970435881854915,3.312678843560166,4.298786047661586,2.486233665647216,1.7371572723000828,2.580246416472255,3.0705174072606383,2.0373328257807772,1.8267539989788295,3.5489457964622106,2.582703007183663,1.8403377883293344,2.434666718994895,0.985885154973656,0.9980646803390514,2.0605581420357564
GstE3,4.756204788096742,3.9852312002475134,4.490958174862246,4.4013044093641085,4.619027852933065,5.05878799522504,3.9309613652868363,3.527765545418972,4.2657393663890915,3.52974730609785,4.573826466963603,4.0551888322828145,3.474513069707536,3.6416384683762497,3.4798829081964224,3.247545134463169,3.7928654009636458,3.265864297787524,3.3466855358987697,3.346438467641837
ss,3.43330824577982,3.4832030226667396,2.604146867494091,3.28409782532656,3.137759978894676,3.394859286511647,2.742263267996461,2.8468847060733915,2.6712731379153443,3.0326914542360477,3.1469847198641028,2.234055194870366,2.577581791130957,2.409912857932622,2.0782163895699703,1.8403377883293344,2.2697187528687217,0.0,3.3466855358987697,0.9979029946781003
kcc,3.934901391642049,3.7037260599572153,3.622229521316705,3.788664383557152,3.6412766988709726,3.6231148339584087,3.6268878599393166,3.768715546362156,3.7226791277931826,3.860259669969463,3.6986651352836772,3.37922536932782,3.3605946709313876,3.5963657395817763,3.6296222985001436,3.1764226635873296,3.2969487172773237,3.1286176595400272,3.3466855358987697,2.987622631369461
CG2065,3.9121043678956964,3.645521466932088,3.802629970996981,3.367981451141338,3.3000654600172505,3.795706512503134,3.7705622443077376,3.609477266835201,3.2185156972192925,2.9750739174563945,2.7981826737390336,3.045016268357781,3.0015573893316985,2.974363073737046,3.5323271806427323,3.3762059965082556,2.5762202516613,2.5464157811649155,3.2181702320478487,2.6878951386641385
CG32073,3.8025518802183766,3.745258831664263,3.401960728374979,3.0648463888896824,3.4017310826465796,3.5748745678493004,3.2572488981577576,3.25543144064222,3.2185156972192925,2.7791450230313326,3.3465323976218184,3.258595115843803,2.7015731390041497,2.048380000848228,3.0897058493183422,2.5925310664368366,2.5762202516613,2.0439092881688388,2.798331730757024,1.8144602862831802
tin,4.2091546170598555,4.204650194755006,4.106817257716024,4.394121144830733,4.409700686743079,3.4143908631891193,4.241962502507026,3.9627343242130424,4.16193779954937,4.039064629191372,3.460395959514602,2.8721687978780883,3.419175169124266,3.8415674779081286,3.838082150700483,3.3762059965082556,3.7928654009636458,4.172030064118227,3.7802193602571403,3.8552381089772845
CG42586,3.2273904689512136,2.6928228410207975,2.8623850266384623,2.9184424601797216,3.0316248780546298,2.591317064165632,2.7790030457057218,1.729580530146714,2.586866818296162,2.4881055773592275,2.0606430985953414,1.4667359509356888,2.0733705273598537,2.8841478881592733,2.2760106989977658,1.5112612373777021,2.072082418952996,2.240807137863091,1.81467465183463,2.4226344738653163
CG13380,3.2273904689512136,3.101616716460791,3.0935772401477424,2.492478443891713,2.943908811692672,2.7903784200916886,2.6231766733157604,3.0583554335030243,3.0395086663026847,2.4881055773592275,2.0606430985953414,2.0373328257807772,2.4360112259820355,2.6748831796801067,2.2760106989977658,2.0875197445323144,2.810487769568667,2.7801630215764614,2.798331730757024,2.6878951386641385
rtet,4.283425002006629,4.238339719103251,4.1525888078915845,4.083869396773875,4.037963776212312,3.9982949562063603,4.038915918495519,4.096644849271438,4.152780978934727,4.163961365121583,3.990748840823145,3.37922536932782,3.474513069707536,3.804652191676669,3.7182847861280424,3.3762059965082556,3.8312191634597785,3.7996325826415376,3.9254871353376575,3.8908494471392405
robls54B,3.293735781403851,3.222999699425228,3.1438931651688207,3.28409782532656,2.9128727664322813,2.7903784200916886,2.9749302676162452,3.136878888202855,3.2864012808918956,3.087169291113313,2.897432489559394,2.39836666187546,2.577581791130957,2.974363073737046,2.582703007183663,2.7166646376127206,2.810487769568667,2.7801630215764614,2.9878658082239617,2.7980912473700217
fd96Ca,3.876903738931855,4.027016008488098,4.038999415571368,4.033462139758612,4.126063362285121,3.9428488573566574,4.127016945155447,3.7951285174684615,4.486070670742166,3.9865432751413374,3.5626097976145084,3.1213910622462957,2.811872701835794,3.05710870219364,2.8170816166839887,3.247545134463169,3.668099721416647,3.5913726686230802,3.818562084799556,3.8552381089772845
