gene_names,Hox_2,Hox_10,Hox_1,Hox_13,Hox_14,Hox_7,Hox_11,Hox_15,Hox_3,Hox_9,Hox_4,Hox_12,Hox_8,Hox_5,Hox_6,No_hox_3,No_hox_5,No_hox_14,No_hox_15,No_hox_10,No_hox_7,No_hox_12,No_hox_2,No_hox_4,No_hox_11,No_hox_1,No_hox_13,No_hox_6,No_hox_8,No_hox_9
dsf,2.713903145077257,3.2238318422172765,3.2670485660451263,3.0275084088627664,2.5502801127351304,2.7041106451492123,2.5815447859255665,2.2294407973243215,2.7753770243012807,2.8681247053725434,3.2391942262602114,3.196483724467653,2.9797548712581685,2.625564313714384,2.396710166537745,3.316609718248717,3.1968380419637326,4.2141464842940906,2.7790927225754802,4.014396562920616,3.4933455752617144,3.363107252698283,3.9548627575558597,4.813563124955002,3.299357840524668,4.086401687230508,3.349527733663133,4.183210268709576,4.566941623861233,3.1205309286647362
run,5.496282952597768,5.486172469201098,5.621253079985508,5.3921058954047405,5.355844106965898,5.559836034152406,5.5365824519493065,5.419993433616695,5.504099946127933,5.571653523694992,5.559719538020318,5.498699120541283,5.483174713701122,5.484384057714186,5.563221711394862,5.710723795285557,5.684220798008184,6.004531063211169,5.6703685001346695,5.575510856608516,5.782330953042497,5.6789943882891585,5.565318425109529,5.78305479305384,5.749847680162988,5.864062591227808,5.453616953191914,5.660481983291618,5.680506446589567,5.86325094551442
hbn,2.246314268416674,3.0882199201751916,2.7985399399372377,2.6255689935136886,2.183102492747303,2.3997218050966973,2.6828866990598814,2.6320913641997534,2.6890171330666144,2.9206192730363245,2.742536290804638,2.9096486328619027,3.3186582597874064,3.0388520272131245,3.0876313354363085,3.654189790979352,3.9627385553202217,3.1446753097897453,4.006319889971208,3.063213237196776,3.4215732579347784,4.038789049911474,3.197096774899341,3.5727598758380914,3.7953106665593443,3.47670203612676,4.132318199117602,3.5678566613950986,3.098582567558361,3.5738459252429586
Sox21b,5.738079333050709,5.706975676042994,5.495218920723269,5.629786661359045,5.76797304897544,5.697489551493877,5.7157739033260935,5.585109085547235,5.705667465031386,5.676091784945941,5.556218151651925,5.7167899350440505,5.695725050911494,5.544872369344724,5.715258265247983,5.995742605242716,6.053351858299895,6.083540202991442,5.84714228683601,5.902265281182057,5.938046062960838,5.924648283366791,6.106799357191982,5.9067481261621895,5.944256302693714,5.770814894837721,5.893271910157923,5.630053186592855,5.911601915503141,5.850863949753562
wor,6.314113862333303,6.347971684923624,6.290310971559806,6.356590457204133,6.294651829238844,6.312950775366514,6.314759181551225,6.331166658031234,6.27828408530941,6.329348542494758,6.325160284535554,6.243150007422425,6.3347441138590765,6.306194093170491,6.306970583682392,6.610231102877443,6.664918755997809,6.513271306091258,6.572593672065136,6.425546954335396,6.668233479990745,6.523288343214267,6.514686504539,6.474661139929641,6.514900636199938,6.513291124686192,6.454204211136959,6.471975783095803,6.471694674126673,6.46472665993059
pros,7.441428677415238,7.450719798239538,7.445276204468791,7.397313589566731,7.435801107296166,7.387157761955527,7.394125992641344,7.426124951346724,7.434306676216701,7.394641044037165,7.443251599990193,7.357956340235322,7.44808086774403,7.494823664304129,7.414158848556261,7.579721039510328,7.653146818893635,7.711244465197346,7.5982896574690075,7.647313438198282,7.621847782766305,7.597527213592547,7.593150276436878,7.624297923494505,7.5741834273594,7.547924680773717,7.580231413396906,7.472853504795779,7.515418844769209,7.622364360470673
Fer1,3.0755815316032504,3.2238318422172765,3.4459800244781196,3.825233617689271,3.050311327024643,3.2346227916419794,3.272412502910929,2.990388431615888,3.6066310600347045,3.4899635095121573,3.372274253045936,3.464149410020239,3.762053941071785,3.56842920939204,3.4479691525330276,4.304855532671076,3.449721048014456,4.67859033574441,4.365386294757208,3.555166991878981,3.8886259951535136,4.273455751978052,4.755090743038859,4.592447236421516,4.089571124328201,4.554492936007506,4.289020452631141,3.922137510333837,4.28999539117493,4.085601408817592
dmrt99B,3.097028021467188,3.20554878233563,3.048968710256018,2.6855723368232467,3.1298982104857984,3.1817893111038202,2.803777175229575,3.3710716207171627,3.266597048184924,3.263587646480036,2.9761334852244548,2.8018220006643157,3.1334275010543986,2.9504229023412187,3.209976490879741,3.654189790979352,3.7662836233192323,4.366182796770123,4.006319889971208,4.612292216045036,3.790695318471648,4.146164044894289,3.824064953572916,3.9493967064061244,4.089571124328201,4.217830924993051,3.550563921529823,3.014201154244303,4.450456456452659,4.611437203738146
Cox10,4.5229046236825985,4.593728509713595,4.651471024733166,4.676030977030536,4.502432199881063,4.815589992021966,4.734243015593058,4.6982260173116845,4.6238724156905215,4.532959204159607,4.662134776170485,4.728041416144621,4.852376610717043,4.804469903744456,4.790554452549052,4.6753204180363905,5.002381429891909,5.269123318274674,5.358761474142449,5.24226682363973,5.0922605584605485,5.430745202808722,5.081181727069025,5.340842707443706,5.100446818499103,4.949062812292728,4.960572814412189,4.80025928192144,5.408284826556949,5.3825852791974285
scro,4.120314762117729,4.141603840789302,4.950090669149035,4.194844265021485,4.545136008134548,4.412408552226337,4.276050887499661,4.446515717910727,4.310173609848567,4.643858473209251,4.3931486731989065,4.260851830674879,4.707388930433057,4.1266373629497615,4.627874733430946,4.896597721482875,5.811327091294645,5.2917358745281655,5.991933931193163,5.154646513728867,5.5003401974239585,5.421308170657791,5.2056137130137765,5.425011493146196,5.3143780136429095,5.78376186741011,5.208677810608758,4.978248495204939,5.445507966532305,5.48648973876379
TC015977,5.990693900141275,5.9850850498113966,5.9904654089892935,5.982618135267593,6.043518755997816,6.000293052143832,5.946893850493058,6.004219382174954,6.004963686349339,6.026353216424219,6.0150653293896115,6.010190363461256,6.046824809491628,6.0088610372968505,5.997399754874215,6.090325208028332,6.206378785435656,6.108547732181657,6.350553284614141,6.072704946375673,6.138783470268281,6.181087379989449,6.180069102201929,6.333245250766469,6.203819794861305,6.177412147652943,6.214680268416594,6.148681878555554,6.277168516511229,6.09806828704165
Rx,3.465539430228117,3.8200617847801683,3.4002682181644297,3.7872573060428656,3.9462742969112474,3.579414897050956,3.4661657191466158,3.5316017094954315,3.5823166898527137,3.5732201709708,3.631508079451082,3.7328190224404825,3.6947194056440322,3.60512454284029,4.268078951027174,4.896597721482875,4.419957893783321,4.522546591126708,4.365386294757208,4.327914356236879,3.9778158861014896,5.222671451849191,4.552250729211401,4.308135492129863,5.059878709373677,5.074263569270824,4.88357965521005,5.049743678158928,4.7835879081669495,4.341262224002149
dac,5.9535918622559345,6.11082777897589,5.9619984627158,6.000764712825114,6.025713249854887,5.824920316862704,5.986628049331359,6.031151896559462,5.891843645276345,6.0433873154874425,5.98924159155658,5.916160241411196,6.068680235513903,6.003418926594313,6.082330543298996,6.466190415110081,6.238950961800251,6.276399260553021,6.361790896623695,6.38050126920703,6.133855869495124,6.658603253406322,6.25245070104234,6.471516395435666,6.413276629627372,6.422460630690153,6.167046631537569,6.245051411132704,6.465125911574038,6.271867284351127
bi,7.0793646174370854,7.162437820736587,7.164769796057424,7.259147408901678,7.324872439622107,7.212858083884711,7.173948751562034,7.419241038917933,7.051485499822725,7.129454340437644,7.460898948384072,7.273472784291135,7.253447069545938,7.14666673196488,7.294012197740673,7.608693984743714,7.483747779865611,7.692166627580098,7.596123896819572,7.7162744875275475,7.583181953067431,7.931085303477702,7.579080306015629,7.959919860080772,7.823023104021738,7.627333273199284,7.626630095860731,7.662798742482547,7.836131835013542,7.836251963441247
erm,2.6496332179149102,2.906715356226272,2.8804634863548477,2.4576233170018824,2.6163410995144036,2.7041106451492123,2.5077870397540822,2.726888957058836,2.5261086951017915,2.754066839530116,2.2160519882256247,2.6482997993806214,2.5759611408614007,2.0317058743374923,2.592626025326799,3.812818795641218,2.712908322954073,4.0347775513246855,3.966255951848145,3.6179178784960633,3.840858980255838,4.211833929836531,3.6735474733957965,4.335170653661913,3.888575490392663,3.8933368218608573,4.132318199117602,3.6268201239014077,3.8621249654777317,3.928178496465224
Optix,3.850593641013604,3.7149196632013894,4.449451042846775,3.8971155853900856,4.095235142040012,4.246118142012879,3.9188013421269865,4.131774779249198,4.13526529879071,4.008814219363597,3.7972616252420055,4.192394070859885,3.8352770195144514,4.090339278115629,3.801146120373107,5.035384584940227,5.288381608717799,5.038663791526352,4.887518695110206,5.086999483387339,4.703721422209885,5.199269348648132,4.698438540085688,5.193968754940166,5.335551820657692,5.253358045531679,4.989783522113338,4.948155003668011,5.643730145718281,5.185142693458265
toy,5.4119175186750095,5.297871878840553,5.423637708287571,5.315353483925199,5.351705765303902,5.499347177264356,5.608025061073965,5.588562306102665,5.733255023525467,5.5311403810603466,5.640272571994095,5.547385793946667,5.600280038606773,5.484384057714186,5.432839804122283,6.064936908506755,6.080538327461085,6.0733594180859685,6.3467791745590185,5.973962903387212,5.979243156804518,6.2496465954425595,6.292702627763086,6.311305815713041,6.339294775919396,6.198874186095271,6.2356039052394365,6.148681878555554,6.257085297798502,6.1315703796742484
tll,2.341039588880971,2.356945281461606,2.241907469835209,2.2994503642630066,2.6478040225114614,2.889850603788329,2.468762399586992,2.2778293688483764,2.452708013729298,2.3944698447473214,2.742536290804638,2.8298880927950094,2.610879689017041,2.687573849372321,2.694054864610302,3.7626872385793857,3.9627385553202217,4.1807546280656815,3.8809652961704333,3.6769625175395184,3.6821226195853805,4.17953795725248,4.380971727382122,4.251768448598392,3.745199616320147,4.186557293221975,3.6651520315336357,3.6268201239014077,4.166657912476118,4.009984505904677
oc,4.9382976012801185,5.184688073835342,4.923256026339215,4.943272652534161,4.844035198222628,4.963013643130078,4.897714651173667,5.018773000222655,4.969288254365722,5.050679786906199,5.140354513627569,4.9988562492008874,4.841373018311489,5.105399445996137,4.884749573220669,5.695958115380159,5.618313391121035,5.85079155654073,5.8533548976626735,5.457127830739304,5.768190338855071,6.017628495371783,5.764549715678934,5.944798030540297,5.5764298267447705,5.66796942906932,5.714992854028913,5.773705309795333,5.77023882138221,5.759572634403213
fkh,4.157736026207245,4.218191237259711,4.044368047626617,4.315953864393039,4.185708905865642,4.098491740149798,4.22239285782389,4.094082841847367,4.261460685032493,4.083470835160523,4.335396872798873,4.337257638573371,4.137625465792908,4.175338086576016,4.227285475328552,4.494861632715864,3.917123414939204,4.546385506189468,4.585984660930074,4.589533578902806,4.76381287293719,4.579888147186456,4.482404336313432,4.937770649154803,4.373057804880817,4.306179666343913,4.473887089149408,4.306577744654123,4.063018580212327,4.283210508780324
CG10336,3.8201744213995648,4.058660680129477,4.060610082526298,4.107447431691971,3.848667097630277,3.97553917741692,3.6530562164106115,3.780906514472931,3.887504220214826,3.650074763049079,3.903433499762119,3.878709531770238,3.9495336222612427,4.021485510788341,3.757709530837269,4.210894725665604,4.006363411736769,4.394000844132757,3.8354272221129446,4.130171601051545,4.391228518774548,3.6231902198891794,4.174166687326098,4.460361661285607,4.256850104560416,4.0135851558123425,4.31761595962792,4.21550805198502,3.7188354590160624,3.9699177959268757
TC002395,6.95752538673846,6.962762166866451,6.979925489916009,6.995159644143514,6.990103547684572,6.9697934864322075,6.9263955827052355,6.979795496293079,6.969661005398606,6.970802912494834,6.920073737740136,6.980368825844838,6.975975681256459,6.986249258452997,6.949831557278467,7.0475269609477476,6.903240574515121,6.9974471280215,7.025715320494876,6.9194317600558195,7.099005901699995,6.958273238610937,7.082660523696258,7.005393213261433,7.023843596287374,7.087229938438179,7.005503935372058,7.005877518343809,7.029242516670366,7.019809735572809
da,6.250036038302908,6.235967520094559,6.203468142479627,6.197901542731497,6.243285683808478,6.227251987383454,6.187056595204516,6.1848010312231105,6.187056035949877,6.178028890037533,6.189560067427916,6.2182325225524995,6.1703435702075655,6.2377921333634205,6.146454886735642,6.394846639967229,6.22512116261076,6.180023659132599,6.2004523540171625,6.157781196577217,6.326465768198431,6.359360010858961,6.288749566813657,6.189582885036329,6.323818175673303,6.2115337354204785,6.311345475304049,6.193640428120199,6.228273453529098,6.251202122730828
CG31365,5.566927295385716,5.417879491908208,5.368555372145459,5.4688016969542,5.425623247854142,5.444418024405261,5.420909670360937,5.485147614072613,5.437068186712316,5.52359471203713,5.4740105531837235,5.441442784153024,5.433427167409644,5.493512149091973,5.418183009400238,5.6186707731164764,5.5009840974605755,5.484344901690557,5.446226858209244,5.625755322087047,5.64723267905003,5.578884938317551,5.581517196311858,5.551238654624909,5.5514201567009716,5.593015883406112,5.506505333649441,5.366447430819155,5.46361252318223,5.412010210591026
ase,5.83460851909807,5.810338277063496,5.757078252999312,5.796052392204341,5.673385452974821,5.790898774485483,5.72501713718212,5.753447548728426,5.7460618478079795,5.778014817865366,5.7715435016685745,5.644831694050456,5.769817217423902,5.802205648555935,5.732349969657136,6.028274316164598,5.879183597325961,5.764041747199032,6.018536417512735,5.914577579678436,6.0132525352439785,5.918900027938617,6.0328627295417,5.955408709511019,5.909462087319968,5.8817123480731714,5.826971759166446,5.7869976713506555,5.882525441780004,5.940229442697093
Snr1,5.778106646204143,5.806238213303463,5.77319251269406,5.7036382191420705,5.765234394428997,5.688682741817203,5.698602832493745,5.754908106481724,5.629208013028642,5.757245883643435,5.747211501967171,5.662905489063986,5.68149873297299,5.680287260938674,5.743076352939503,5.933205072201354,5.651809969605052,5.837925522700765,5.913446224005742,5.831696628265649,5.882455244306888,5.742861133266074,5.95301988668947,5.813923133323315,5.823233562810881,5.730936785447914,5.76925341359491,5.5986693412442055,5.834169603297303,5.759572634403213
